precision,recall,threshold
0.1161236424394319,1.0,0.0006735428469255567
0.11613011028183134,1.0,0.0006757424562238157
0.11613657884476132,1.0,0.000677362724673003
0.11614304812834225,1.0,0.0006800360861234367
0.11614951813269456,1.0,0.000683124118950218
0.11615598885793872,1.0,0.0006848847260698676
0.11616246030419522,1.0,0.0006864419556222856
0.11616893247158458,1.0,0.0006888292846269906
0.11617540536022733,1.0,0.0006941989995539188
0.11618187897024407,1.0,0.0006991226109676063
0.11618835330175536,1.0,0.0007045993115752935
0.11619482835488186,1.0,0.00070863839937374
0.11620130412974419,1.0,0.0007095426553860307
0.11620778062646304,1.0,0.0007107722922228277
0.11621425784515914,1.0,0.0007116853375919163
0.11622073578595318,1.0,0.0007120567606762052
0.11622721444896594,1.0,0.000712757813744247
0.11623369383431821,1.0,0.0007145307608880103
0.11624017394213079,1.0,0.0007146383286453784
0.11624665477252454,1.0,0.000714653346221894
0.1162531363256203,1.0,0.0007161303656175733
0.11625961860153898,1.0,0.0007169918389990926
0.11626610160040149,1.0,0.0007171941106207669
0.1162725853223288,1.0,0.000719117873813957
0.11627906976744186,1.0,0.0007214462384581566
0.11628555493586168,1.0,0.0007227062014862895
0.1162920408277093,1.0,0.000723903242032975
0.11629852744310576,1.0,0.0007251297938637435
0.11630501478217214,1.0,0.0007314694812521338
0.11631150284502957,1.0,0.0007319141295738518
0.11631799163179916,1.0,0.0007325944607146084
0.1163244811426021,1.0,0.0007335760165005922
0.11633097137755956,1.0,0.0007337787537835538
0.11633746233679276,1.0,0.0007354217814281583
0.11634395402042297,1.0,0.0007429023971781135
0.11635044642857142,1.0,0.000745163531973958
0.11635693956135945,1.0,0.0007469850825145841
0.11636343341890835,1.0,0.0007479809573851526
0.11636992800133951,1.0,0.0007505227695219219
0.11637642330877428,1.0,0.0007514853496104479
0.11638291934133407,1.0,0.0007534551550634205
0.11638941609914033,1.0,0.0007552048773504794
0.11639591358231452,1.0,0.000755793007556349
0.11640241179097811,1.0,0.0007606231956742704
0.11640891072525264,1.0,0.0007657001260668039
0.11641541038525963,1.0,0.0007696233224123716
0.11642191077112067,1.0,0.000774604850448668
0.11642841188295734,1.0,0.000777561217546463
0.11643491372089128,1.0,0.0007843287894502282
0.11644141628504412,1.0,0.0007852856651879847
0.11644791957553756,1.0,0.0007855839794501662
0.11645442359249329,1.0,0.0007872120477259159
0.11646092833603307,1.0,0.0007879554177634418
0.11646743380627862,1.0,0.0007884863880462945
0.11647394000335176,1.0,0.0007906103855930269
0.1164804469273743,1.0,0.0007920129573903978
0.11648695457846807,1.0,0.0007935283938422799
0.11649346295675495,1.0,0.0007971427403390408
0.11649997206235682,1.0,0.00079721724614501
0.11650648189539561,1.0,0.0008047321462072432
0.1165129924559933,1.0,0.0008047831943258643
0.11651950374427182,1.0,0.0008062008419074118
0.11652601576035321,1.0,0.0008102753781713545
0.1165325285043595,1.0,0.0008109435439109802
