method,seed,stopped_round,stopped_early,best_round,best_loss,final_loss,final_accuracy,final_worst_client_accuracy,total_comm_until_stop,final_auroc,final_auprc,final_balanced_accuracy,final_sensitivity,final_specificity,final_worst_client_recall,final_worst_client_auprc
cvar_0,7,35,True,10,0.3234876866141955,0.40569626291592914,0.8728825847307841,0.7974905967712402,424079600,0.902300651609799,0.657493622848345,0.819637672568851,0.7836930455635491,0.8555822995741529,0.4,0.19696901227150335
cvar_0,11,44,True,19,0.3282618737883038,0.3791102667649587,0.8886071112420824,0.8037641048431396,533128640,0.8852366949247488,0.6261937822933379,0.8021073013834812,0.7251798561151079,0.8790347466518545,0.2,0.13155417278829257
cvar_0,19,77,True,52,0.2918349223004447,0.3930767211649153,0.8776323397954305,0.8427037000656128,932975120,0.8800937328271062,0.6034278028012225,0.7726074796522715,0.6580335731414868,0.8871813861630562,0.3,0.09495459342500094
cvar_0,23,57,True,32,0.30107957455847,0.686475912729899,0.6892819404602051,0.5254902243614197,690643920,0.8621828624861636,0.5945667211359816,0.7717926824990664,0.8014388489208633,0.7421465160772697,0.7,0.05648000670765193
cvar_0,29,42,True,17,0.29949499749475056,0.3118178778224521,0.9117582109239366,0.8626026511192322,508895520,0.8804147646518964,0.6201864488810129,0.7602333167718741,0.584652278177458,0.9358143553662902,0.0,0.13497306429202982
cvar_0,31,68,True,43,0.2891814857721329,0.4667355716228485,0.8363693025377061,0.7897114157676697,823926080,0.8802720460180644,0.6178531424080284,0.7925443685044558,0.7501199040767386,0.834968832932173,0.1,0.07187991057345611
cvar_0,37,53,True,28,0.30023010985718834,0.30984385642740464,0.9111431174808078,0.8526976108551025,642177680,0.8908124453963954,0.6292565392691625,0.7725074892872223,0.6187050359712231,0.9263099426032216,0.1,0.2633272283272283
cvar_0,41,43,True,18,0.30836959100431865,0.40867503815227085,0.8685274190372891,0.7969887256622314,521012080,0.8989668402289834,0.6463206144414492,0.8119876104300785,0.7688249400479616,0.8551502808121952,0.3,0.17628700128700128
cvar_0,43,42,True,17,0.32506612605518764,0.3999762584765752,0.8724228938420614,0.7994981408119202,508895520,0.9019710948515766,0.6531963376383315,0.8160784684601883,0.7760191846522781,0.8561377522680985,0.4,0.21900421103088916
cvar_0,47,72,True,47,0.28308448526594376,0.3140810959868961,0.9109104739295112,0.8597599267959595,872392320,0.8779385230937635,0.6119246805599008,0.7556011254688157,0.5764988009592326,0.934703449978399,0.1,0.15383186226435652
cvar_0.5,7,46,True,21,0.3240092909998364,0.4323688745498657,0.8184616764386495,0.7096439599990845,557361760,0.8826218047964888,0.6218784437960986,0.7929239056449712,0.7851318944844125,0.8007159168055299,0.4,0.1435875956981895
cvar_0.5,11,92,True,67,0.3032108611530728,0.39159219298097825,0.892000847392612,0.8271016478538513,1114723520,0.8740287902986258,0.5938442937755724,0.7704290483554648,0.6446043165467625,0.8962537801641671,0.0,0.09735659311355349
cvar_0.5,19,39,True,14,0.2901463541719649,0.4223336610529158,0.8579082489013672,0.7404078841209412,472545840,0.8850608385722453,0.6310961639427914,0.7952703935722001,0.7577937649880095,0.8327470221563907,0.3,0.14778600844835094
cvar_0.5,23,108,True,83,0.2908335311545266,0.48948214451471966,0.8376035690307617,0.563083291053772,1308588480,0.8383353380247107,0.5580752203971889,0.7428165225642112,0.6714628297362111,0.8141702153922113,0.1,0.11581115606558717
cvar_0.5,29,42,True,17,0.30844533029529786,0.32534054749541813,0.9066253105799357,0.8501881957054138,508895520,0.8894659795215115,0.6276847358124843,0.77431037950606,0.6282973621103117,0.9203233969018083,0.1,0.17248501655908513
cvar_0.5,31,68,True,43,0.2910631580485238,0.42245852284961277,0.8670470714569092,0.8158093094825745,823926080,0.8765757029629029,0.6111022496899974,0.7808418105360185,0.6940047961630695,0.8676788249089675,0.2,0.10776458436562346
cvar_0.5,37,36,True,11,0.30861646433671314,0.3548564480410682,0.8983234100871615,0.8218318819999695,436196160,0.8830204934367634,0.6258921349986426,0.7886280496062325,0.6786570743405276,0.8985990248719373,0.0,0.16069940027942015
cvar_0.5,41,66,True,41,0.300002031856113,0.39738238354523975,0.8704657554626465,0.7487037777900696,799692960,0.8721914451404994,0.6162030121148517,0.7829425850173407,0.7127098321342926,0.8531753379003888,0.2,0.19728205828670678
cvar_0.5,43,41,True,16,0.31730258299244773,0.32854942315154606,0.9083300630251566,0.8477573990821838,496778960,0.8729986941755612,0.6189189414839362,0.7657761219278605,0.60431654676259,0.9272356970931309,0.1,0.16405441906349347
cvar_0.5,47,50,True,25,0.26581386890676284,0.414114558034473,0.8752411603927612,0.8130489587783813,605828000,0.8839930906598549,0.6325125979160908,0.8020260037110101,0.7390887290167866,0.8649632784052336,0.2,0.13923485862477672
cvar_0.75,7,47,True,22,0.3086705936325921,0.5567826926708221,0.7910421722465091,0.30279985070228577,569478320,0.8417146453176285,0.5346059733840548,0.7573487368224288,0.765947242206235,0.7487502314386225,0.5,0.10245136044511044
cvar_0.75,11,72,True,47,0.28668948180145687,0.2902134143643909,0.9142852558030022,0.8619709610939026,872392320,0.853385959997046,0.5954840606207993,0.7377682079479908,0.5280575539568345,0.9474788619391471,0.0,0.09509803921568627
cvar_0.75,19,39,True,14,0.28457754850387573,0.39546049965752494,0.867579804526435,0.8173149228096008,472545840,0.8908231755643439,0.6323207845945517,0.8037274383418649,0.7534772182254197,0.8539776584583102,0.3,0.1507673490169116
cvar_0.75,23,36,True,25,0.3380471285846498,0.44792882601420086,0.8430418570836385,0.754580020904541,436196160,0.8892699800537278,0.6289182296734163,0.8056674379067381,0.7956834532374101,0.8156514225760662,0.4,0.2183541383533635
cvar_0.75,29,48,True,23,0.30088913275135887,0.3896453281243642,0.881863554318746,0.8127979636192322,581594880,0.8836757736932099,0.6323116328865928,0.7978532707993946,0.7227817745803358,0.8729247670184533,0.2,0.1838135390480992
cvar_0.75,31,52,True,27,0.29931539048751193,0.3663914203643799,0.8914643790986803,0.8205771446228027,630061120,0.8914084359248393,0.6319889424700922,0.7903692228590762,0.6882494004796164,0.8924890452385361,0.2,0.20262467065098644
cvar_0.75,37,50,True,25,0.30925240616003674,0.3316797779666053,0.9084094166755676,0.8534428477287292,605828000,0.8876396605359668,0.6297925247673913,0.776871633594809,0.6282973621103117,0.9254459050793064,0.2,0.22928338001867413
cvar_0.75,41,37,True,12,0.3174854541818301,0.3728668822182549,0.8886801136864556,0.8080301284790039,448312720,0.8974110250773644,0.6487372740257822,0.8096841467762653,0.7429256594724221,0.8764426340801086,0.2,0.19902561513868933
cvar_0.75,43,47,True,22,0.3192415576842096,0.5207279821236929,0.8042750060558319,0.36432769894599915,569478320,0.8611829588356719,0.5805631261740938,0.7674400379714743,0.7889688249400479,0.7459112510029007,0.3,0.14515185890589427
cvar_0.75,47,50,True,25,0.2685629228750865,0.40270065930154586,0.8723925948143005,0.812045156955719,605828000,0.8868456725084661,0.6314460796160782,0.798991393813296,0.7314148681055156,0.8665679195210764,0.1,0.11859047249950036
cvar_0.9,7,47,True,22,0.3086705936325921,0.5567826926708221,0.7910421722465091,0.30279985070228577,569478320,0.8417146453176285,0.5346059733840548,0.7573487368224288,0.765947242206235,0.7487502314386225,0.5,0.10245136044511044
cvar_0.9,11,72,True,47,0.28668948180145687,0.2902134143643909,0.9142852558030022,0.8619709610939026,872392320,0.853385959997046,0.5954840606207993,0.7377682079479908,0.5280575539568345,0.9474788619391471,0.0,0.09509803921568627
cvar_0.9,19,39,True,14,0.28457754850387573,0.39546049965752494,0.867579804526435,0.8173149228096008,472545840,0.8908231755643439,0.6323207845945517,0.8037274383418649,0.7534772182254197,0.8539776584583102,0.3,0.1507673490169116
cvar_0.9,23,36,True,25,0.3380471285846498,0.44792882601420086,0.8430418570836385,0.754580020904541,436196160,0.8892699800537278,0.6289182296734163,0.8056674379067381,0.7956834532374101,0.8156514225760662,0.4,0.2183541383533635
cvar_0.9,29,48,True,23,0.30088913275135887,0.3896453281243642,0.881863554318746,0.8127979636192322,581594880,0.8836757736932099,0.6323116328865928,0.7978532707993946,0.7227817745803358,0.8729247670184533,0.2,0.1838135390480992
cvar_0.9,31,52,True,27,0.29931539048751193,0.3663914203643799,0.8914643790986803,0.8205771446228027,630061120,0.8914084359248393,0.6319889424700922,0.7903692228590762,0.6882494004796164,0.8924890452385361,0.2,0.20262467065098644
cvar_0.9,37,50,True,25,0.30925240616003674,0.3316797779666053,0.9084094166755676,0.8534428477287292,605828000,0.8876396605359668,0.6297925247673913,0.776871633594809,0.6282973621103117,0.9254459050793064,0.2,0.22928338001867413
cvar_0.9,41,37,True,12,0.3174854541818301,0.3728668822182549,0.8886801136864556,0.8080301284790039,448312720,0.8974110250773644,0.6487372740257822,0.8096841467762653,0.7429256594724221,0.8764426340801086,0.2,0.19902561513868933
cvar_0.9,43,47,True,22,0.3192415576842096,0.5207279821236929,0.8042750060558319,0.36432769894599915,569478320,0.8611829588356719,0.5805631261740938,0.7674400379714743,0.7889688249400479,0.7459112510029007,0.3,0.14515185890589427
cvar_0.9,47,50,True,25,0.2685629228750865,0.40270065930154586,0.8723925948143005,0.812045156955719,605828000,0.8868456725084661,0.6314460796160782,0.798991393813296,0.7314148681055156,0.8665679195210764,0.1,0.11859047249950036
cvar_0.95,7,47,True,22,0.3086705936325921,0.5567826926708221,0.7910421722465091,0.30279985070228577,569478320,0.8417146453176285,0.5346059733840548,0.7573487368224288,0.765947242206235,0.7487502314386225,0.5,0.10245136044511044
cvar_0.95,11,72,True,47,0.28668948180145687,0.2902134143643909,0.9142852558030022,0.8619709610939026,872392320,0.853385959997046,0.5954840606207993,0.7377682079479908,0.5280575539568345,0.9474788619391471,0.0,0.09509803921568627
cvar_0.95,19,39,True,14,0.28457754850387573,0.39546049965752494,0.867579804526435,0.8173149228096008,472545840,0.8908231755643439,0.6323207845945517,0.8037274383418649,0.7534772182254197,0.8539776584583102,0.3,0.1507673490169116
cvar_0.95,23,36,True,25,0.3380471285846498,0.44792882601420086,0.8430418570836385,0.754580020904541,436196160,0.8892699800537278,0.6289182296734163,0.8056674379067381,0.7956834532374101,0.8156514225760662,0.4,0.2183541383533635
cvar_0.95,29,48,True,23,0.30088913275135887,0.3896453281243642,0.881863554318746,0.8127979636192322,581594880,0.8836757736932099,0.6323116328865928,0.7978532707993946,0.7227817745803358,0.8729247670184533,0.2,0.1838135390480992
cvar_0.95,31,52,True,27,0.29931539048751193,0.3663914203643799,0.8914643790986803,0.8205771446228027,630061120,0.8914084359248393,0.6319889424700922,0.7903692228590762,0.6882494004796164,0.8924890452385361,0.2,0.20262467065098644
cvar_0.95,37,50,True,25,0.30925240616003674,0.3316797779666053,0.9084094166755676,0.8534428477287292,605828000,0.8876396605359668,0.6297925247673913,0.776871633594809,0.6282973621103117,0.9254459050793064,0.2,0.22928338001867413
cvar_0.95,41,37,True,12,0.3174854541818301,0.3728668822182549,0.8886801136864556,0.8080301284790039,448312720,0.8974110250773644,0.6487372740257822,0.8096841467762653,0.7429256594724221,0.8764426340801086,0.2,0.19902561513868933
cvar_0.95,43,47,True,22,0.3192415576842096,0.5207279821236929,0.8042750060558319,0.36432769894599915,569478320,0.8611829588356719,0.5805631261740938,0.7674400379714743,0.7889688249400479,0.7459112510029007,0.3,0.14515185890589427
cvar_0.95,47,50,True,25,0.2685629228750865,0.40270065930154586,0.8723925948143005,0.812045156955719,605828000,0.8868456725084661,0.6314460796160782,0.798991393813296,0.7314148681055156,0.8665679195210764,0.1,0.11859047249950036
centralized,7,33,True,8,0.2467320660750071,0.6182057658831278,0.9030134677886963,0.8562855124473572,0,0.8840056264560653,0.5948351794484338,0.7805383317859691,0.6412470023980815,0.9198296611738567,0.3,0.23462884289160643
centralized,11,32,True,7,0.25647468202643925,0.3937687426805496,0.9078357881969876,0.861655056476593,0,0.8743901527546709,0.5864057783813219,0.7481432739385236,0.5611510791366906,0.9351354687403567,0.2,0.1284632440730002
centralized,19,30,True,5,0.26616946193907,0.5134814704457918,0.9081305662790934,0.849968433380127,0,0.8721174587824648,0.5824562574730167,0.7497081764323775,0.565947242206235,0.93346911065852,0.2,0.24795158746308663
centralized,23,32,True,7,0.2576090784536468,0.5853789779875014,0.9101324478785197,0.8597599267959595,0,0.863215903855327,0.5723344509300797,0.7636285491140506,0.5908872901678657,0.9363698080602357,0.2,0.17979323314896117
centralized,29,35,True,10,0.2716471561127239,0.5348773300647736,0.9084284504254659,0.8556538224220276,0,0.8782199494986495,0.5846905854957004,0.7578854524231013,0.5827338129496403,0.9330370918965624,0.0,0.23189612482796312
centralized,31,30,True,5,0.25060685227314633,0.4357111495402124,0.9108924998177422,0.8493366837501526,0,0.8850156090643131,0.5981182199130444,0.7596998424219336,0.5894484412470024,0.9299512435968648,0.1,0.26421504214800307
centralized,37,30,True,5,0.25896156662040287,0.5095287967059348,0.9002193808555603,0.8464940190315247,0,0.8828204387055066,0.5740568205257527,0.7672395688337313,0.6139088729016786,0.9205702647657841,0.0,0.15186868686868688
centralized,41,32,True,7,0.2520488322609001,0.5103373163276248,0.9119432303640578,0.860075831413269,0,0.8790789401435711,0.5853556681530129,0.7539815657194666,0.5712230215827339,0.9367401098561995,0.3,0.1993798839719019
centralized,43,32,True,7,0.2670741238527828,0.5133505430486467,0.9092273712158203,0.855022132396698,0,0.8856468833450181,0.5867630334106987,0.757052273382183,0.5827338129496403,0.9313707338147257,0.0,0.1736999147485081
centralized,47,32,True,7,0.2825685325596068,0.5065554409391351,0.9083137909571329,0.8540745377540588,0,0.8774518618765422,0.5855386997412354,0.7597782984499273,0.5904076738609113,0.9291489230389434,0.3,0.34183666833301873
local_only,7,50,False,,,0.0,0.9036112718400329,0.8522727272727273,0,0.8690466337553534,0.4590929495749547,0.714351322284763,0.4895224138985491,0.9391802306709766,0.0,0.11097936618033696
grid_best_validated,7,73,True,48,0.32026323841677773,0.4190622435675727,0.9070554971694946,0.8471257090568542,530705328,0.8556393840676395,0.6002115998157518,0.7698960180124739,0.6158273381294964,0.9239646978954514,0.0,0.1007936507936508
grid_best_validated,11,46,True,21,0.2530327902899848,0.4233454598320855,0.8839484254519144,0.830865740776062,334417056,0.8688536376971371,0.6139649942423853,0.7919401638474446,0.7031175059952038,0.8807628216996852,0.1,0.03785714285714286
grid_best_validated,19,49,True,24,0.268810639778773,0.42124729686313206,0.899639798535241,0.8378921151161194,356226864,0.8501710536773324,0.5697270009207325,0.7695529338425204,0.6244604316546762,0.9146454360303647,0.2,0.11999414927701779
grid_best_validated,23,35,True,10,0.2708776361412472,0.3796331336100896,0.8822530772950914,0.8007528185844421,254447760,0.8851878837607566,0.6338328388414474,0.8144308918723195,0.7558752997601919,0.8729864839844473,0.4,0.15846918346918346
grid_best_validated,29,50,True,25,0.2945850756433275,0.4036678324143092,0.9102322790357802,0.8461731672286987,363496800,0.7841006143428156,0.5303227377646398,0.7394484634473499,0.543884892086331,0.9350120348083688,0.0,0.0196078431372549
grid_best_validated,31,36,True,11,0.2948022393716706,0.3908452524079217,0.8991644846068488,0.847441554069519,261717696,0.88104190966797,0.6183210616932412,0.7858588670629874,0.6676258992805756,0.904091834845399,0.0,0.14885663356251594
grid_best_validated,37,41,True,16,0.2596660041146808,0.39173782037364113,0.89352418979009,0.8230865597724915,298067376,0.8834739577343864,0.6227809870766834,0.7886976254952343,0.6844124700239809,0.8929827809664876,0.2,0.22403296703296705
grid_best_validated,41,34,True,9,0.28798239429791767,0.3392091327243381,0.9194921188884311,0.8774479031562805,247177824,0.8598874353581382,0.6093493785858783,0.7555801683407948,0.5611510791366906,0.9500092575448991,0.1,0.1726387705512954
grid_best_validated,43,39,True,14,0.2708824285202556,0.3281786623928282,0.9080524510807462,0.8591282367706299,283527504,0.8767176815851523,0.607340922458948,0.7476071799475805,0.5640287769784172,0.9311855829167438,0.1,0.2780568356374808
grid_best_validated,47,91,True,66,0.27006681511799496,0.3952307353417079,0.9094735582669576,0.8506001234054565,661564176,0.8496670465886131,0.5755720639707299,0.7555728866268214,0.5784172661870504,0.9327285070665926,0.2,0.10758377425044091
ga_best_validated,7,52,True,27,0.27923662381039727,0.5260557432969412,0.8080104324552748,0.5074317455291748,378036672,0.8730301890685193,0.6297769713373655,0.7794314668613194,0.8023980815347722,0.7564648521878664,0.4,0.12282274672973732
ga_best_validated,11,43,True,18,0.31596627914243275,0.3389854149685966,0.9013282656669617,0.8321204781532288,312607248,0.8820734710139682,0.6251044818918013,0.788617571042222,0.6709832134292566,0.9062519286551873,0.2,0.17361916270815814
ga_best_validated,19,31,True,6,0.3149908102220959,0.3439171380466885,0.9007688562075297,0.8316487669944763,225368016,0.8802005904996425,0.6295654505881384,0.7889358352236929,0.6724220623501199,0.9054496080972659,0.2,0.21226431305162852
ga_best_validated,23,38,True,13,0.31380858686235213,0.3903828495078617,0.8857955204115974,0.8155583143234253,276257568,0.9003864488486973,0.6490179625779593,0.812473709238497,0.7462829736211031,0.8786644448558909,0.2,0.2115966197545145
ga_best_validated,29,66,True,41,0.3202272057533264,0.4436519079738193,0.8495964805285136,0.7829360365867615,479815776,0.8833037994710693,0.620445392496475,0.799138981723342,0.7717026378896883,0.8265753255569956,0.4,0.18213599872361155
ga_best_validated,31,50,True,25,0.29638855159282684,0.3663873142666287,0.890080021487342,0.8356336355209351,363496800,0.8978309816505248,0.6402437793416988,0.8070587780839946,0.7242206235011991,0.8898969326667902,0.2,0.25100709475709476
ga_best_validated,37,33,True,8,0.278836910923322,0.5897371669610342,0.7555826107660929,0.3373660445213318,239907888,0.8739047643573717,0.603341661691982,0.772688510920573,0.8642685851318945,0.6811084367092514,0.6,0.24537914505736286
ga_best_validated,41,39,True,14,0.29563506527079475,0.42066501246558297,0.8621152109569974,0.7487037777900696,283527504,0.8840460754891736,0.6362302903165774,0.7973256129404938,0.7544364508393285,0.840214775041659,0.2,0.1865142083160252
ga_best_validated,43,46,True,21,0.28112519946363235,0.2958356473180983,0.9243753751118978,0.8815540075302124,334417056,0.8782762051791636,0.6267510630073029,0.7327562575009424,0.5016786570743406,0.9638338579275443,0.0,0.10153596403596404
ga_best_validated,47,40,True,15,0.29474301636219025,0.3789840837319692,0.8925144275029501,0.8213300108909607,290797440,0.8862020844350256,0.6296251196654419,0.7976586625533864,0.7045563549160672,0.8907609701907054,0.1,0.11056173041298897
