base_method,seed,client_id,fine_tune_epochs,stopped_epoch,val_loss,val_auprc,test_auprc,test_recall,test_balanced_acc
fedavg,17,4,9,,0.027325,0.6742,0.1564,0.1,0.5449
fedavg,17,4,10,,0.049961,0.6451,0.1544,0.1,0.546
fedavg,17,4,11,,0.065552,0.6451,0.155,0.1,0.547
fedavg,17,4,12,,0.085753,0.6937,0.1633,0.1,0.5389
fedavg,17,4,13,,0.112349,0.6292,0.1654,0.0,0.498
fedavg,17,4,14,,0.072598,0.6422,0.1606,0.1,0.5449
fedavg,17,4,15,,0.098374,0.6158,0.1397,0.1,0.546
fedavg,17,4,16,,0.106895,0.6205,0.1384,0.1,0.5449
fedavg,17,4,17,,0.120141,0.6185,0.1413,0.1,0.5449
fedavg,17,4,18,,0.130935,0.6205,0.1291,0.1,0.5449
fedavg,17,4,19,,0.133084,0.6226,0.129,0.1,0.5449
fedavg,17,4,20,N/A (fixed-20),0.135913,0.6226,0.1285,0.1,0.5449
fedavg,17,5,1,,0.056658,0.0286,0.4378,0.4,0.698
fedavg,17,5,2,,0.051049,0.0303,0.4404,0.0,0.498
fedavg,17,5,3,,0.051383,0.0312,0.4488,0.0,0.498
fedavg,17,5,4,,0.051648,0.0333,0.4026,0.2,0.598
fedavg,17,5,5,,0.053544,0.0345,0.4101,0.0,0.498
fedavg,17,5,6,,0.05308,0.0417,0.3318,0.0,0.498
fedavg,17,5,7,,0.068753,0.0476,0.3001,0.0,0.496
fedavg,17,5,8,,0.095891,0.0417,0.2816,0.2,0.59
fedavg,17,5,9,,0.139879,0.04,0.2547,0.0,0.498
fedavg,17,5,10,,0.15275,0.0435,0.2399,0.0,0.494
fedavg,17,5,11,,0.235432,0.0333,0.167,0.0,0.498
fedavg,17,5,12,,0.170915,0.0417,0.1899,0.0,0.492
fedavg,17,5,13,,0.177415,0.0385,0.2222,0.4,0.688
fedavg,17,5,14,,0.328028,0.0303,0.2167,0.0,0.498
fedavg,17,5,15,,0.207622,0.0278,0.1648,0.0,0.498
fedavg,17,5,16,,0.159653,0.0286,0.1435,0.0,0.496
fedavg,17,5,17,,0.175474,0.0294,0.1459,0.0,0.494
fedavg,17,5,18,,0.18896,0.0286,0.144,0.0,0.494
fedavg,17,5,19,,0.228868,0.0312,0.1477,0.0,0.498
fedavg,17,5,20,N/A (fixed-20),0.23278,0.0312,0.1521,0.0,0.494
fedavg,17,6,1,,0.343415,0.5812,0.7265,0.3611,0.6765
fedavg,17,6,2,,0.331163,0.6004,0.7543,0.5694,0.7698
fedavg,17,6,3,,0.330759,0.5968,0.7564,0.5556,0.7642
fedavg,17,6,4,,0.326731,0.618,0.7525,0.6111,0.7838
fedavg,17,6,5,,0.380275,0.6024,0.7444,0.6111,0.7879
fedavg,17,6,6,,0.450872,0.6017,0.7424,0.5833,0.7713
fedavg,17,6,7,,0.592044,0.5947,0.7287,0.625,0.7785
fedavg,17,6,8,,0.706658,0.588,0.7195,0.5972,0.7674
fedavg,17,6,9,,0.835233,0.6049,0.7163,0.5417,0.7464
fedavg,17,6,10,,1.112946,0.617,0.7027,0.5694,0.7603
fedavg,17,6,11,,1.220946,0.6054,0.6982,0.6667,0.7953
fedavg,17,6,12,,1.422563,0.5712,0.7031,0.5278,0.7435
fedavg,17,6,13,,1.531016,0.5735,0.7093,0.5833,0.7618
fedavg,17,6,14,,1.373534,0.5646,0.666,0.6111,0.7702
fedavg,17,6,15,,1.668387,0.5707,0.6904,0.5833,0.7645
fedavg,17,6,16,,1.627605,0.5726,0.6713,0.5556,0.7479
fedavg,17,6,17,,1.807361,0.5865,0.6861,0.5694,0.7521
fedavg,17,6,18,,1.907658,0.5944,0.6904,0.5972,0.7619
fedavg,17,6,19,,2.059106,0.5799,0.6842,0.5694,0.7562
fedavg,17,6,20,N/A (fixed-20),2.020952,0.5588,0.6599,0.6389,0.78
fedavg,17,7,1,,0.188816,0.7461,0.6592,0.4625,0.718
fedavg,17,7,2,,0.164649,0.759,0.6546,0.4655,0.7173
fedavg,17,7,3,,0.178807,0.7501,0.6467,0.5255,0.7419
fedavg,17,7,4,,0.21341,0.7336,0.6313,0.4805,0.7222
fedavg,17,7,5,5,0.240863,0.7202,0.6055,0.5075,0.7351
fedavg,17,8,1,,0.163218,0.7556,0.6779,0.5378,0.7522
fedavg,17,8,2,,0.156923,0.7466,0.6675,0.5467,0.7561
fedavg,17,8,3,,0.176901,0.7347,0.648,0.5644,0.7596
fedavg,17,8,4,,0.20697,0.725,0.6348,0.56,0.755
fedavg,17,8,5,5,0.267272,0.6879,0.6168,0.4844,0.726
fedavg,23,0,1,,0.10832,0.6199,0.54,0.3333,0.6629
fedavg,23,0,2,,0.099207,0.6155,0.526,0.3252,0.6595
fedavg,23,0,3,,0.098742,0.6426,0.5297,0.3577,0.6756
fedavg,23,0,4,,0.11204,0.6134,0.5078,0.4065,0.6987
fedavg,23,0,5,,0.130433,0.6085,0.5144,0.4715,0.7295
fedavg,23,0,6,6,0.144232,0.5982,0.4983,0.4309,0.7084
fedavg,23,1,1,,0.211053,0.7329,0.6877,0.4682,0.7208
fedavg,23,1,2,,0.21214,0.7201,0.693,0.4757,0.7257
fedavg,23,1,3,,0.233866,0.699,0.6828,0.5393,0.7512
fedavg,23,1,4,4,0.271581,0.6547,0.6237,0.4944,0.7295
fedavg,23,2,1,,0.223638,0.7727,0.6914,0.4448,0.7112
fedavg,23,2,2,,0.228881,0.7669,0.6888,0.5739,0.7578
fedavg,23,2,3,,0.247391,0.7653,0.6691,0.5552,0.748
fedavg,23,2,4,4,0.287886,0.7605,0.6647,0.5722,0.7568
fedavg,23,3,1,,0.219446,0.7314,0.6179,0.3926,0.6786
fedavg,23,3,2,,0.219695,0.7563,0.6172,0.5662,0.7444
fedavg,23,3,3,,0.246789,0.7544,0.6029,0.5618,0.7419
fedavg,23,3,4,4,0.278065,0.7215,0.571,0.4338,0.6912
fedavg,23,4,1,,0.083714,0.3938,0.2511,0.0,0.499
fedavg,23,4,2,,0.081033,0.3072,0.2528,0.0,0.499
fedavg,23,4,3,,0.083799,0.2898,0.2574,0.0,0.498
fedavg,23,4,4,,0.080979,0.398,0.2373,0.1,0.548
fedavg,23,4,5,,0.084243,0.4077,0.2219,0.1,0.546
fedavg,23,4,6,,0.085461,0.469,0.2019,0.1,0.5449
fedavg,23,4,7,,0.098031,0.4437,0.1732,0.1,0.5439
fedavg,23,4,8,,0.148489,0.4191,0.1888,0.2,0.5919
fedavg,23,4,9,,0.220598,0.286,0.1402,0.0,0.4949
fedavg,23,4,10,,0.352808,0.2568,0.1376,0.0,0.4949
fedavg,23,4,11,,0.201952,0.2845,0.1198,0.0,0.4909
fedavg,23,4,12,,0.272645,0.2868,0.1208,0.0,0.4939
fedavg,23,4,13,,0.296571,0.2892,0.1206,0.0,0.4939
fedavg,23,4,14,,0.279288,0.2985,0.1204,0.0,0.4929
fedavg,23,4,15,,0.288714,0.2986,0.118,0.0,0.4929
fedavg,23,4,16,,0.293382,0.2986,0.118,0.0,0.4929
fedavg,23,4,17,,0.297444,0.2992,0.1151,0.0,0.4929
fedavg,23,4,18,,0.336707,0.297,0.1179,0.0,0.4929
fedavg,23,4,19,,0.344942,0.2994,0.1179,0.0,0.4929
fedavg,23,4,20,N/A (fixed-20),0.349907,0.2994,0.1165,0.0,0.4929
fedavg,23,5,1,,0.047633,0.25,0.4863,0.2,0.598
fedavg,23,5,2,,0.048357,0.25,0.5287,0.2,0.598
fedavg,23,5,3,,0.063503,0.25,0.4798,0.2,0.598
fedavg,23,5,4,,0.062898,0.2,0.4913,0.2,0.596
fedavg,23,5,5,,0.097974,0.2,0.5111,0.4,0.692
fedavg,23,5,6,,0.108249,0.2,0.3502,0.2,0.594
fedavg,23,5,7,,0.124047,0.2,0.4036,0.2,0.594
fedavg,23,5,8,,0.148364,0.2,0.3981,0.2,0.594
fedavg,23,5,9,,0.169654,0.2,0.3908,0.4,0.694
fedavg,23,5,10,,0.204661,0.2,0.3797,0.6,0.794
fedavg,23,5,11,,0.17431,0.2,0.3788,0.6,0.794
fedavg,23,5,12,,0.126961,0.125,0.305,0.0,0.498
fedavg,23,5,13,,0.217063,0.1429,0.4949,0.6,0.792
fedavg,23,5,14,,0.236926,0.2,0.3422,0.4,0.694
fedavg,23,5,15,,0.233539,0.2,0.2831,0.0,0.496
fedavg,23,5,16,,0.262491,0.125,0.2646,0.2,0.594
fedavg,23,5,17,,0.170371,0.2,0.1849,0.0,0.498
fedavg,23,5,18,,0.319178,0.2,0.3235,0.2,0.592
fedavg,23,5,19,,0.425098,0.2,0.3893,1.0,0.982
fedavg,23,5,20,N/A (fixed-20),0.300921,0.2,0.2771,0.2,0.594
fedavg,23,6,1,,0.296602,0.7239,0.7527,0.2917,0.6445
fedavg,23,6,2,,0.282606,0.7202,0.7702,0.5556,0.7669
fedavg,23,6,3,,0.285476,0.7115,0.77,0.5417,0.76
fedavg,23,6,4,,0.295024,0.7194,0.77,0.5278,0.753
fedavg,23,6,5,,0.317898,0.7253,0.7656,0.5278,0.7544
fedavg,23,6,6,,0.354186,0.7245,0.7637,0.5694,0.7698
fedavg,23,6,7,,0.446777,0.7116,0.7495,0.5972,0.7701
fedavg,23,6,8,,0.503884,0.7116,0.7348,0.625,0.7785
fedavg,23,6,9,,0.554033,0.7202,0.7232,0.5972,0.7619
fedavg,23,6,10,,0.677969,0.7055,0.7202,0.5694,0.7535
fedavg,23,6,11,,0.828742,0.6938,0.7007,0.5556,0.7479
fedavg,23,6,12,,0.976592,0.7014,0.7168,0.5556,0.7438
fedavg,23,6,13,,1.070317,0.7005,0.7124,0.5556,0.7384
fedavg,23,6,14,,1.109361,0.7003,0.7047,0.5417,0.7464
fedavg,23,6,15,,0.977412,0.6805,0.6962,0.5972,0.7592
fedavg,23,6,16,,1.205379,0.656,0.7093,0.5417,0.7491
fedavg,23,6,17,,0.950857,0.6899,0.7025,0.6528,0.7816
fedavg,23,6,18,,0.964093,0.6829,0.7035,0.5833,0.7563
fedavg,23,6,19,,1.027546,0.6519,0.6915,0.6111,0.7566
fedavg,23,6,20,N/A (fixed-20),0.873248,0.6748,0.6844,0.5556,0.7397
fedavg,23,7,1,,0.170924,0.7941,0.6514,0.3844,0.6843
fedavg,23,7,2,,0.170517,0.7961,0.655,0.4745,0.7224
fedavg,23,7,3,,0.20468,0.7775,0.6352,0.4745,0.7206
fedavg,23,7,4,,0.244564,0.7778,0.625,0.5375,0.7469
fedavg,23,7,5,5,0.304679,0.7736,0.6248,0.5796,0.7596
fedavg,23,8,1,,0.183827,0.7238,0.6749,0.5689,0.7636
fedavg,23,8,2,,0.165278,0.7142,0.661,0.5022,0.7393
fedavg,23,8,3,,0.178281,0.7096,0.6606,0.5289,0.7477
fedavg,23,8,4,,0.20358,0.6896,0.6714,0.6089,0.7779
fedavg,23,8,5,5,0.237343,0.6497,0.6207,0.5333,0.7456
